 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  21. 2.2022    Time:  16:12:13
 Units: L = cm   , T = days , M = mmol 



                               Node(  1)                                 Node(  6)                                 Node( 11)                                 Node( 16)                                 Node( 21)                                 Node( 26)                                 Node( 36)                                 Node( 46)                                 Node( 56)                                 Node( 66)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0010     -165.87  0.3003  0.5247E-01  0.0000E+00       -151.61  0.3063 -0.3121E+00  0.0000E+00       -139.73  0.3118 -0.7233E+00  0.0000E+00       -129.37  0.3166 -0.1086E+01  0.0000E+00       -120.01  0.3209 -0.1410E+01  0.0000E+00       -111.17  0.3253 -0.1717E+01  0.0000E+00        -93.95  0.3337 -0.2242E+01  0.0000E+00        -75.91  0.3427 -0.2660E+01  0.0000E+00        -55.85  0.3524 -0.2958E+01  0.0000E+00        -33.13  0.3624 -0.3201E+01  0.0000E+00
          0.0023     -165.91  0.3003  0.5248E-01  0.2009E-17       -151.68  0.3063 -0.3100E+00  0.1970E-17       -139.80  0.3118 -0.7211E+00  0.1935E-17       -129.43  0.3166 -0.1083E+01  0.1906E-17       -120.06  0.3209 -0.1407E+01  0.1880E-17       -111.22  0.3252 -0.1714E+01  0.1855E-17        -93.98  0.3337 -0.2239E+01  0.1808E-17        -75.94  0.3427 -0.2657E+01  0.1760E-17        -55.87  0.3524 -0.2956E+01  0.1712E-17        -33.21  0.3624 -0.3316E+01  0.1665E-17
          0.0040     -165.99  0.3003  0.5242E-01  0.0000E+00       -151.79  0.3062 -0.3087E+00  0.0000E+00       -139.89  0.3117 -0.7179E+00  0.0000E+00       -129.51  0.3165 -0.1080E+01  0.0000E+00       -120.14  0.3209 -0.1403E+01  0.0000E+00       -111.29  0.3252 -0.1710E+01  0.0000E+00        -94.04  0.3337 -0.2235E+01  0.0000E+00        -75.98  0.3427 -0.2652E+01  0.0000E+00        -55.90  0.3524 -0.2958E+01  0.0000E+00        -33.37  0.3623 -0.3481E+01  0.0000E+00
          0.0062     -166.10  0.3002  0.5238E-01  0.2255E-10       -151.92  0.3062 -0.3075E+00  0.2201E-10       -140.01  0.3117 -0.7141E+00  0.2152E-10       -129.62  0.3165 -0.1076E+01  0.2112E-10       -120.23  0.3208 -0.1399E+01  0.2076E-10       -111.37  0.3252 -0.1705E+01  0.2041E-10        -94.11  0.3336 -0.2229E+01  0.1977E-10        -76.03  0.3426 -0.2646E+01  0.1912E-10        -55.95  0.3524 -0.2968E+01  0.1846E-10        -33.60  0.3623 -0.3644E+01  0.1783E-10
          0.0090     -166.25  0.3002  0.5228E-01  0.0000E+00       -152.10  0.3061 -0.3067E+00  0.0000E+00       -140.17  0.3116 -0.7090E+00  0.0000E+00       -129.76  0.3164 -0.1071E+01  0.0000E+00       -120.36  0.3208 -0.1393E+01  0.0000E+00       -111.49  0.3251 -0.1699E+01  0.0000E+00        -94.20  0.3336 -0.2222E+01  0.0000E+00        -76.10  0.3426 -0.2639E+01  0.0000E+00        -56.04  0.3524 -0.2992E+01  0.0000E+00        -33.91  0.3621 -0.3780E+01  0.0000E+00
          0.0128     -166.45  0.3001  0.5209E-01  0.3765E-08       -152.32  0.3060 -0.3059E+00  0.3670E-08       -140.38  0.3115 -0.7029E+00  0.3586E-08       -129.94  0.3163 -0.1064E+01  0.3514E-08       -120.52  0.3207 -0.1386E+01  0.3452E-08       -111.64  0.3250 -0.1691E+01  0.3392E-08        -94.31  0.3335 -0.2213E+01  0.3279E-08        -76.19  0.3426 -0.2632E+01  0.3166E-08        -56.17  0.3523 -0.3030E+01  0.3052E-08        -34.26  0.3620 -0.3868E+01  0.2944E-08
          0.0176     -166.72  0.3000  0.5175E-01  0.0000E+00       -152.60  0.3059 -0.3047E+00  0.0000E+00       -140.64  0.3114 -0.6955E+00  0.0000E+00       -130.18  0.3162 -0.1055E+01  0.0000E+00       -120.73  0.3206 -0.1376E+01  0.0000E+00       -111.83  0.3249 -0.1681E+01  0.0000E+00        -94.46  0.3335 -0.2202E+01  0.0000E+00        -76.32  0.3425 -0.2626E+01  0.0000E+00        -56.37  0.3522 -0.3076E+01  0.0000E+00        -34.67  0.3618 -0.3907E+01  0.0000E+00
          0.0239     -167.08  0.2998  0.5114E-01  0.4458E-07       -152.96  0.3057 -0.3026E+00  0.4345E-07       -140.98  0.3112 -0.6866E+00  0.4244E-07       -130.49  0.3161 -0.1044E+01  0.4158E-07       -121.00  0.3205 -0.1364E+01  0.4083E-07       -112.07  0.3248 -0.1667E+01  0.4011E-07        -94.66  0.3334 -0.2187E+01  0.3875E-07        -76.50  0.3424 -0.2623E+01  0.3741E-07        -56.65  0.3521 -0.3121E+01  0.3605E-07        -35.10  0.3616 -0.3903E+01  0.3478E-07
          0.0320     -167.53  0.2996  0.5007E-01  0.0000E+00       -153.42  0.3055 -0.2994E+00  0.0000E+00       -141.41  0.3110 -0.6763E+00  0.0000E+00       -130.88  0.3159 -0.1030E+01  0.0000E+00       -121.36  0.3203 -0.1348E+01  0.0000E+00       -112.40  0.3247 -0.1650E+01  0.0000E+00        -94.92  0.3332 -0.2170E+01  0.0000E+00        -76.74  0.3423 -0.2623E+01  0.0000E+00        -57.02  0.3519 -0.3154E+01  0.0000E+00        -35.57  0.3615 -0.3862E+01  0.0000E+00
          0.0426     -168.11  0.2994  0.4820E-01  0.2772E-06       -154.00  0.3053 -0.2949E+00  0.2701E-06       -141.97  0.3108 -0.6640E+00  0.2638E-06       -131.39  0.3157 -0.1013E+01  0.2584E-06       -121.81  0.3201 -0.1328E+01  0.2537E-06       -112.81  0.3245 -0.1628E+01  0.2492E-06        -95.26  0.3331 -0.2150E+01  0.2407E-06        -77.09  0.3421 -0.2622E+01  0.2323E-06        -57.47  0.3517 -0.3167E+01  0.2239E-06        -36.06  0.3613 -0.3791E+01  0.2160E-06
