day,DVS,LAI,TAGP,TWSO,TWLV,TWST,TWRT,TRA,RD,SM,WWLOW,WLV,WST,WRT,DWRT,DWST,DWLV
2020-05-30,0.198,0.09840735681063126,98.41860465116281,0.0,68.8817754152824,29.53682923588041,61.581395348837205,0.006308589704611729,10.0,0.3,,68.8817754152824,29.53682923588041,61.581395348837205,0.0,0.0,0.0
2020-05-31,0.20624915824915827,0.10438337701647808,104.39530790881052,0.0,73.06478464383493,31.330523264975596,65.32107167829163,0.010584360985969477,11.2,0.3,,73.06478464383493,31.330523264975596,65.32107167829163,0.0,0.0,0.0
2020-06-01,0.21611447811447812,0.11372725580567089,113.70989452465457,0.0,79.53343753709964,34.17645698755493,71.03213723323974,0.016680628194793882,12.399999999999999,0.3,,79.53343753709964,34.17645698755493,71.03213723323974,0.0,0.0,0.0
2020-06-02,0.22897643097643097,0.12466767885834562,124.57573025271056,0.0,87.008936002647,37.56679425006355,77.53363354313085,0.025444523435763103,13.599999999999998,0.3,,87.008936002647,37.56679425006355,77.53363354313085,0.0,0.0,0.0
2020-06-03,0.24335353535353535,0.1368411741124892,136.6117403891401,0.0,95.18776324967143,41.423977139468654,84.50807840442462,0.022049071615996004,14.799999999999997,0.3,,95.18776324967143,41.423977139468654,84.50807840442462,0.0,0.0,0.0
2020-06-04,0.25756228956228955,0.14972217160611506,149.28828667951367,0.0,103.6820882654184,45.60619841409527,91.59279531828436,0.027539659365312504,15.999999999999996,0.3,,103.6820882654184,45.60619841409527,91.59279531828436,0.0,0.0,0.0
2020-06-05,0.27148821548821545,0.16412476999493975,163.40330174074478,0.0,113.00851080290684,50.39479093783794,99.20169321659513,0.02269402645146949,17.199999999999996,0.3,,113.00851080290684,50.39479093783794,99.20169321659513,0.0,0.0,0.0
2020-06-06,0.285057239057239,0.17944921294684488,178.36644989009432,0.0,122.75840025399518,55.60804963609913,106.98435405101512,0.03250961226598021,18.399999999999995,0.3,,122.75840025399518,55.60804963609913,106.98435405101512,0.0,0.0,0.0
2020-06-07,0.2977508417508417,0.20024242842534054,198.604162844887,0.0,135.76470625408166,62.839456590805334,117.145878003281,0.03543704895779472,19.599999999999994,0.3,,135.76470625408166,62.839456590805334,117.145878003281,0.0,0.0,0.0
2020-06-08,0.3114882154882154,0.2223560262241347,220.0693597298656,0.0,149.3808353789125,70.68852435095307,127.57021840970238,0.0426405324585348,20.799999999999994,0.3,,149.3808353789125,70.68852435095307,127.57021840970238,0.0,0.0,0.0
2020-06-09,0.32461952861952853,0.248134594564629,245.0285052870808,0.0,164.98798238215159,80.04052290492923,139.2565378181926,0.016935694268053723,21.999999999999993,0.3,,164.98798238215159,80.04052290492923,139.2565378181926,0.0,0.0,0.0
2020-06-10,0.33626936026936016,0.2643107119739578,260.6578004040518,0.0,174.6262341432057,86.03156626084608,146.32008791585093,0.01921079506328068,23.199999999999992,0.3,,174.6262341432057,86.03156626084608,146.32008791585093,0.0,0.0,0.0
2020-06-11,0.3484915824915824,0.282438782176065,278.00281629571566,0.0,185.1897476147642,92.81306868095149,153.9137926204785,0.03271837479411189,24.39999999999999,0.3,,185.1897476147642,92.81306868095149,153.9137926204785,0.0,0.0,0.0
2020-06-12,0.36125252525252516,0.31049675812130983,304.4012720138512,0.0,201.05498840377152,103.34628361007972,165.08725258054702,0.017424311467081077,25.59999999999999,0.3,,201.05498840377152,103.34628361007972,165.08725258054702,0.0,0.0,0.0
2020-06-13,0.3721952861952861,0.3324792539906596,324.8150918759055,0.0,213.0944557541875,111.72063612171804,173.42405508095058,0.019644065943649966,26.79999999999999,0.3,,213.0944557541875,111.72063612171804,173.42405508095058,0.0,0.0,0.0
2020-06-14,0.383138047138047,0.35645536011227247,346.8614045202749,0.0,225.87740314199772,120.98400137827718,182.15180737023456,0.027478142822510918,27.99999999999999,0.3,,225.87740314199772,120.98400137827718,182.15180737023456,0.0,0.0,0.0
2020-06-15,0.39569696969696955,0.38543719635764306,373.27078317668503,0.0,240.9274346678414,132.34334850884363,192.28232176399763,0.03666386354395549,29.19999999999999,0.3,,240.9274346678414,132.34334850884363,192.28232176399763,0.0,0.0,0.0
2020-06-16,0.40828956228956215,0.42279734681211917,406.99747814565734,0.0,259.76235368742834,147.235124458229,204.7530109940424,0.026705913031271025,30.399999999999988,0.3,,259.76235368742834,147.235124458229,204.7530109940424,0.0,0.0,0.0
2020-06-17,0.4182558922558921,0.45552328209734,436.2953923194601,0.0,275.7885907433572,160.50680157610293,215.1876735734304,0.020835960699513555,31.599999999999987,0.3,,275.7885907433572,160.50680157610293,215.1876735734304,0.0,0.0,0.0
2020-06-18,0.42650505050505033,0.49080799203194825,468.6916880169429,0.0,293.21615173583103,175.47553628111189,226.3832978797989,0.026201137677274115,32.79999999999999,0.3,,293.21615173583103,175.47553628111189,226.3832978797989,0.0,0.0,0.0
2020-06-19,0.435191919191919,0.5277458475747491,503.5172178345913,0.0,311.6893524286343,191.82786540595697,238.11795160969274,0.05098750919469762,33.99999999999999,0.3,,311.6893524286343,191.82786540595697,238.11795160969274,0.0,0.0,0.0
2020-06-20,0.4451245791245789,0.5847450441147537,558.7933056371081,0.0,340.57402692349217,218.21927871361595,256.32021849130643,0.07135617895136595,35.199999999999996,0.3,,340.57402692349217,218.21927871361595,256.32021849130643,0.0,0.0,0.0
2020-06-21,0.4568080808080806,0.6497601673075901,623.929873850429,0.0,374.0231599997469,249.9067138506821,277.27098409925327,0.08062371679090413,36.4,0.3,,374.0231599997469,249.9067138506821,277.27098409925327,0.0,0.0,0.0
